EmpID,Age,AgeGroup,Gender,Department,JobRole,Salary,Attrition,YearsAtCompany,Employee Satisfaction,PerformanceRating,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1043,44,36-45,Male,Research & Development,Laboratory Technician,37944,No,5,3,3,Non-Travel,981,5,3,Life Sciences,1,1471,90,2,1,3,Single,3162,Upto 5k,7973,3,Y,No,14,4,80,0,7,5,3,2,0,3
RM1047,44,36-45,Male,Research & Development,Research Scientist,41040,No,5,4,3,Travel_Rarely,1467,20,3,Life Sciences,1,1475,49,3,1,2,Single,3420,Upto 5k,21158,1,Y,No,13,3,80,0,6,3,2,2,1,3
RM1052,44,36-45,Female,Sales,Sales Executive,57216,No,1,1,3,Travel_Frequently,383,1,5,Marketing,1,1481,79,3,2,3,Married,4768,Upto 5k,9282,7,Y,No,12,3,80,1,11,4,2,0,0,0
RM1063,44,36-45,Male,Research & Development,Manufacturing Director,122508,No,2,2,3,Travel_Frequently,1193,2,1,Medical,1,1496,86,3,3,3,Single,10209,10k-15k,19719,5,Y,Yes,18,2,80,0,16,2,2,2,2,2
RM1079,44,36-45,Male,Research & Development,Research Director,195936,No,20,4,3,Travel_Rarely,136,28,3,Life Sciences,1,1523,32,3,4,1,Married,16328,15k+,22074,3,Y,No,13,3,80,1,24,1,4,6,14,17
RM1141,44,36-45,Female,Research & Development,Research Director,228588,No,22,2,3,Travel_Rarely,1313,7,3,Medical,1,1608,31,3,5,4,Divorced,19049,15k+,3549,0,Y,Yes,14,4,80,1,23,4,2,7,1,10
RM1166,44,36-45,Male,Human Resources,Human Resources,68916,No,10,1,3,Travel_Frequently,602,1,5,Human Resources,1,1642,37,3,2,4,Married,5743,5k-10k,10503,4,Y,Yes,11,3,80,0,14,3,3,7,0,2
RM1201,44,36-45,Female,Human Resources,Human Resources,38340,No,2,3,3,Travel_Rarely,528,1,3,Life Sciences,1,1683,44,3,1,4,Divorced,3195,Upto 5k,4167,4,Y,Yes,18,1,80,3,8,2,3,2,2,2
RM1215,44,36-45,Female,Research & Development,Healthcare Representative,94548,No,8,3,3,Travel_Rarely,921,2,3,Life Sciences,1,1703,96,4,3,4,Married,7879,5k-10k,14810,1,Y,Yes,19,2,80,1,9,2,3,7,6,7
RM1280,44,36-45,Male,Research & Development,Research Scientist,28104,Yes,5,3,3,Travel_Frequently,429,1,2,Medical,1,1792,99,3,1,2,Divorced,2342,Upto 5k,11092,1,Y,Yes,12,3,80,3,6,2,2,3,2,3
RM1353,44,36-45,Male,Research & Development,Healthcare Representative,60396,No,2,2,3,Travel_Rarely,170,1,4,Life Sciences,1,1903,78,4,2,1,Married,5033,5k-10k,9364,2,Y,No,15,4,80,1,10,5,3,0,2,2
RM1436,44,36-45,Male,Research & Development,Research Scientist,29232,No,4,2,3,Travel_Rarely,1037,1,3,Medical,1,2020,42,3,1,4,Single,2436,Upto 5k,13422,6,Y,Yes,12,3,80,0,6,2,3,3,1,2
RM068,45,36-45,Male,Research & Development,Research Scientist,116688,No,1,2,3,Travel_Rarely,1339,7,3,Life Sciences,1,86,59,3,3,1,Divorced,9724,5k-10k,18787,2,Y,No,17,3,80,1,25,2,3,0,0,0
RM078,45,36-45,Male,Research & Development,Research Director,158940,No,0,4,3,Travel_Rarely,193,6,4,Other,1,101,52,3,3,1,Married,13245,10k-15k,15067,4,Y,Yes,14,2,80,0,17,3,4,0,0,
RM142,45,36-45,Male,Research & Development,Research Scientist,41424,No,6,3,3,Travel_Rarely,1316,29,3,Medical,1,192,83,3,1,4,Single,3452,Upto 5k,9752,5,Y,No,13,2,80,0,9,2,2,5,0,
RM154,45,36-45,Male,Research & Development,Laboratory Technician,28176,No,17,2,3,Travel_Rarely,194,9,3,Life Sciences,1,206,60,3,2,2,Divorced,2348,Upto 5k,10901,8,Y,No,18,3,80,1,20,2,1,9,0,15
RM175,45,36-45,Female,Sales,Sales Executive,60072,No,5,3,3,Travel_Rarely,1268,4,2,Life Sciences,1,240,30,3,2,1,Divorced,5006,5k-10k,6319,4,Y,Yes,11,1,80,1,9,3,4,4,0,3
RM195,45,36-45,Male,Research & Development,Manager,201504,No,20,1,4,Non-Travel,1195,2,2,Medical,1,264,65,2,4,4,Married,16792,15k+,20462,9,Y,No,23,4,80,1,22,1,3,8,11,8
RM219,45,36-45,Female,Sales,Sales Executive,106380,No,19,4,3,Non-Travel,1052,6,3,Medical,1,302,57,2,3,4,Single,8865,5k-10k,16840,6,Y,No,12,4,80,0,23,2,3,7,12,8
RM245,45,36-45,Male,Research & Development,Manager,230424,No,24,3,3,Travel_Rarely,252,1,3,Other,1,336,70,4,5,4,Married,19202,15k+,15970,0,Y,No,11,3,80,1,25,2,3,0,1,7
RM250,45,36-45,Male,Research & Development,Manufacturing Director,77208,No,3,1,3,Travel_Frequently,1199,7,4,Life Sciences,1,341,77,4,2,3,Married,6434,5k-10k,5118,4,Y,No,17,4,80,1,9,1,3,2,0,
RM269,45,36-45,Male,Research & Development,Healthcare Representative,161952,No,20,3,3,Travel_Rarely,1385,20,2,Medical,1,372,79,3,4,4,Married,13496,10k-15k,7501,0,Y,Yes,14,2,80,0,21,2,3,7,4,10
RM312,45,36-45,Male,Research & Development,Laboratory Technician,62520,No,24,1,3,Travel_Frequently,1249,7,3,Life Sciences,1,425,97,3,3,1,Divorced,5210,5k-10k,20308,1,Y,No,18,1,80,1,24,2,3,9,9,11
RM335,45,36-45,Male,Research & Development,Research Scientist,44364,No,10,4,3,Travel_Rarely,549,8,4,Other,1,452,75,3,2,4,Married,3697,Upto 5k,9278,9,Y,No,14,1,80,2,12,3,3,9,9,8
RM408,45,36-45,Male,Research & Development,Research Scientist,31848,No,2,1,4,Travel_Rarely,192,10,2,Life Sciences,1,544,69,3,1,4,Married,2654,Upto 5k,9655,3,Y,No,21,4,80,2,8,3,2,2,0,
RM453,45,36-45,Male,Sales,Sales Executive,57660,No,8,4,3,Travel_Rarely,561,2,3,Other,1,606,61,3,2,2,Married,4805,Upto 5k,16177,0,Y,No,19,2,80,1,9,3,4,7,3,7
RM505,45,36-45,Female,Sales,Sales Executive,51432,Yes,1,1,3,Travel_Frequently,306,26,4,Life Sciences,1,684,100,3,2,1,Married,4286,Upto 5k,5630,2,Y,No,14,4,80,2,5,4,3,1,0,0
RM565,45,36-45,Male,Sales,Sales Representative,79584,No,8,2,3,Travel_Rarely,954,2,2,Technical Degree,1,783,46,1,2,3,Single,6632,5k-10k,12388,0,Y,No,13,1,80,0,9,3,3,7,3,1
RM604,45,36-45,Female,Research & Development,Research Scientist,27288,No,1,2,3,Travel_Rarely,252,2,3,Life Sciences,1,834,95,2,1,3,Single,2274,Upto 5k,6153,1,Y,No,14,4,80,0,1,3,3,0,0,0
RM626,45,36-45,Male,Sales,Sales Executive,129132,No,5,4,3,Travel_Rarely,930,9,3,Marketing,1,864,74,3,3,1,Divorced,10761,10k-15k,19239,4,Y,Yes,12,3,80,1,18,2,3,4,0,2
RM697,45,36-45,Male,Research & Development,Laboratory Technician,53364,No,9,3,3,Non-Travel,805,4,2,Life Sciences,1,972,57,3,2,2,Married,4447,Upto 5k,23163,1,Y,No,12,2,80,0,9,5,2,7,0,8
RM714,45,36-45,Female,Research & Development,Laboratory Technician,27240,No,5,4,3,Travel_Rarely,974,1,4,Medical,1,996,91,3,1,4,Divorced,2270,Upto 5k,11005,3,Y,No,14,4,80,2,8,2,3,3,0,2
RM719,45,36-45,Male,Research & Development,Laboratory Technician,43596,No,9,4,3,Non-Travel,248,23,2,Life Sciences,1,1002,42,3,2,1,Married,3633,Upto 5k,14039,1,Y,Yes,15,3,80,1,9,2,3,8,0,8
RM756,45,36-45,Female,Sales,Manager,211800,No,9,4,3,Travel_Rarely,1234,11,2,Life Sciences,1,1045,90,3,4,4,Married,17650,15k+,5404,3,Y,No,13,2,80,1,26,4,4,3,1,1
RM760,45,36-45,Male,Human Resources,Human Resources,26124,No,6,2,3,Travel_Rarely,788,24,4,Medical,1,1049,36,3,1,2,Single,2177,Upto 5k,8318,1,Y,No,16,1,80,0,6,3,3,3,0,4
RM806,45,36-45,Female,Sales,Sales Executive,67116,No,15,2,3,Non-Travel,1050,9,4,Life Sciences,1,1117,65,2,2,3,Married,5593,5k-10k,17970,1,Y,No,13,4,80,1,15,2,3,10,4,12
RM855,45,36-45,Female,Research & Development,Research Scientist,53724,No,3,1,3,Travel_Rarely,1457,7,3,Medical,1,1195,83,3,1,3,Married,4477,Upto 5k,20100,4,Y,Yes,19,3,80,1,7,2,2,2,0,2
RM914,45,36-45,Female,Sales,Manager,225888,Yes,24,1,3,Travel_Rarely,1449,2,3,Marketing,1,1277,94,1,5,2,Single,18824,15k+,2493,2,Y,Yes,16,1,80,0,26,2,3,10,1,11
RM937,45,36-45,Female,Research & Development,Manager,216732,No,0,2,4,Travel_Frequently,364,25,3,Medical,1,1306,83,3,5,2,Single,18061,15k+,13035,3,Y,No,22,3,80,0,22,4,3,0,0,0
RM1035,45,36-45,Male,Research & Development,Healthcare Representative,130212,No,7,2,3,Travel_Rarely,1038,20,3,Medical,1,1460,95,1,3,1,Divorced,10851,10k-15k,19863,2,Y,Yes,18,2,80,1,24,2,3,7,0,7
RM1038,45,36-45,Male,Research & Development,Manufacturing Director,112560,No,3,2,3,Travel_Rarely,1448,29,3,Technical Degree,1,1465,55,3,3,4,Married,9380,5k-10k,14720,4,Y,Yes,18,4,80,2,10,4,4,1,1,2
RM1093,45,36-45,Male,Research & Development,Research Scientist,25584,No,5,4,4,Travel_Rarely,950,28,3,Technical Degree,1,1546,97,3,1,4,Married,2132,Upto 5k,4585,4,Y,No,20,4,80,1,8,3,3,4,0,3
RM1100,45,36-45,Male,Research & Development,Healthcare Representative,89292,No,10,1,3,Travel_Rarely,538,1,4,Technical Degree,1,1553,66,3,3,2,Divorced,7441,5k-10k,20933,1,Y,No,12,1,80,3,10,4,3,8,7,7
RM1143,45,36-45,Female,Research & Development,Laboratory Technician,69228,No,10,3,3,Travel_Rarely,1015,5,5,Medical,1,1611,50,1,2,1,Single,5769,5k-10k,23447,1,Y,Yes,14,1,80,0,10,3,3,7,1,4
RM1144,45,36-45,Male,Sales,Sales Executive,52620,No,10,1,3,Non-Travel,336,26,3,Marketing,1,1612,52,2,2,1,Married,4385,Upto 5k,24162,1,Y,No,15,1,80,1,10,2,3,7,4,5
RM1161,45,36-45,Female,Research & Development,Manufacturing Director,69240,No,10,4,3,Travel_Rarely,1329,2,2,Other,1,1635,59,2,2,4,Divorced,5770,5k-10k,5388,1,Y,No,19,1,80,2,10,3,3,7,3,9
RM1222,45,36-45,Male,Research & Development,Healthcare Representative,128976,No,23,3,4,Non-Travel,1238,1,1,Life Sciences,1,1712,74,2,3,3,Married,10748,10k-15k,3395,3,Y,No,23,4,80,1,25,3,2,15,14,4
RM1226,45,36-45,Female,Research & Development,Research Director,200448,No,21,4,3,Travel_Rarely,1005,28,2,Technical Degree,1,1719,48,2,4,2,Single,16704,15k+,17119,1,Y,No,11,3,80,0,21,2,3,6,8,6
RM1244,45,36-45,Female,Human Resources,Human Resources,117072,No,5,3,4,Travel_Rarely,176,4,3,Life Sciences,1,1744,56,1,3,3,Married,9756,5k-10k,6595,4,Y,No,21,3,80,2,9,2,4,0,0,3
RM1315,45,36-45,Female,Sales,Sales Executive,61848,No,8,3,4,Non-Travel,589,2,4,Life Sciences,1,1845,67,3,2,3,Married,5154,5k-10k,19665,4,Y,No,22,2,80,2,10,3,4,7,5,7
RM1347,45,36-45,Female,Research & Development,Manufacturing Director,70872,No,9,2,3,Travel_Rarely,556,25,2,Life Sciences,1,1888,93,2,2,4,Married,5906,5k-10k,23888,0,Y,No,13,4,80,2,10,2,2,8,3,8
RM1363,45,36-45,Male,Research & Development,Healthcare Representative,64788,No,4,2,3,Travel_Frequently,1297,1,4,Medical,1,1922,44,3,2,3,Single,5399,5k-10k,14511,4,Y,No,12,3,80,0,12,3,3,2,0,3
RM1455,45,36-45,Female,Sales,Sales Executive,58200,No,5,4,3,Travel_Rarely,374,20,3,Life Sciences,1,2046,50,3,2,3,Single,4850,Upto 5k,23333,8,Y,No,15,3,80,0,8,3,3,3,0,1
RM030,46,46-55,Female,Sales,Manager,227364,No,2,2,3,Travel_Rarely,705,2,4,Marketing,1,38,83,3,5,1,Single,18947,15k+,22822,3,Y,No,12,4,80,0,22,2,2,2,2,
RM049,46,46-55,Male,Sales,Sales Executive,69264,No,9,1,4,Travel_Frequently,1211,5,4,Marketing,1,62,98,3,2,4,Single,5772,5k-10k,20445,4,Y,Yes,21,3,80,0,14,4,3,6,0,8
RM080,46,46-55,Male,Human Resources,Human Resources,60252,No,4,2,4,Travel_Rarely,945,5,2,Medical,1,103,80,3,2,2,Divorced,5021,5k-10k,10425,8,Y,Yes,22,4,80,1,16,2,3,2,0,2
RM090,46,46-55,Male,Sales,Sales Executive,115428,Yes,9,3,3,Travel_Rarely,669,9,2,Medical,1,118,64,2,3,4,Single,9619,5k-10k,13596,1,Y,No,16,4,80,0,9,3,3,8,4,7
RM094,46,46-55,Male,Research & Development,Healthcare Representative,128076,No,10,3,3,Travel_Frequently,638,1,3,Medical,1,124,40,2,3,1,Married,10673,10k-15k,3142,2,Y,Yes,13,3,80,1,21,5,2,9,9,5
RM179,46,46-55,Female,Sales,Sales Executive,125436,No,24,2,4,Travel_Rarely,526,1,2,Marketing,1,244,92,3,3,1,Divorced,10453,10k-15k,2137,1,Y,No,25,3,80,3,24,2,3,13,15,7
RM210,46,46-55,Male,Research & Development,Healthcare Representative,112752,No,4,4,3,Travel_Rarely,644,1,4,Medical,1,288,97,3,3,1,Divorced,9396,5k-10k,12368,7,Y,No,16,3,80,1,17,3,3,2,0,
RM264,46,46-55,Female,Sales,Manager,202464,No,7,3,3,Travel_Rarely,488,2,3,Technical Degree,1,363,75,1,4,2,Married,16872,15k+,14977,3,Y,Yes,12,2,80,1,28,2,2,7,7,7
RM366,46,46-55,Female,Research & Development,Manufacturing Director,63096,No,1,3,3,Non-Travel,1144,7,4,Medical,1,487,30,3,2,3,Married,5258,5k-10k,16044,2,Y,No,14,3,80,0,7,2,4,0,0,0
RM413,46,46-55,Female,Research & Development,Manufacturing Director,57720,No,10,3,3,Travel_Rarely,1485,18,3,Medical,1,550,87,3,2,3,Divorced,4810,Upto 5k,26314,2,Y,No,14,3,80,1,19,5,2,7,0,8
RM430,46,46-55,Male,Research & Development,Research Director,214332,No,3,1,3,Travel_Rarely,1009,2,3,Life Sciences,1,575,51,3,4,3,Married,17861,15k+,2288,6,Y,No,13,3,80,0,26,2,1,2,0,1
RM434,46,46-55,Female,Sales,Sales Executive,108852,No,3,3,3,Travel_Rarely,1125,10,3,Marketing,1,580,94,2,3,4,Married,9071,5k-10k,11563,2,Y,Yes,19,3,80,1,15,3,3,2,1,2
RM466,46,46-55,Female,Research & Development,Healthcare Representative,126324,No,2,1,3,Travel_Frequently,1034,18,1,Medical,1,624,86,3,3,3,Married,10527,10k-15k,8984,5,Y,No,11,4,80,0,28,3,2,2,1,2
RM724,46,46-55,Male,Research & Development,Manufacturing Director,130140,No,8,4,3,Travel_Rarely,566,7,2,Medical,1,1007,75,3,3,3,Divorced,10845,10k-15k,24208,6,Y,No,13,2,80,1,13,3,3,7,0,7
RM771,46,46-55,Male,Research & Development,Research Director,235524,No,2,4,3,Travel_Rarely,430,1,4,Medical,1,1069,40,3,5,4,Divorced,19627,15k+,21445,9,Y,No,17,4,80,2,23,0,3,2,2,2
RM779,46,46-55,Female,Research & Development,Research Scientist,55380,No,16,4,4,Travel_Rarely,1003,8,4,Life Sciences,1,1080,74,2,2,1,Divorced,4615,Upto 5k,21029,8,Y,Yes,23,1,80,3,19,2,3,13,1,7
RM811,46,46-55,Male,Sales,Manager,209580,No,12,1,3,Travel_Rarely,406,3,1,Marketing,1,1124,52,3,4,3,Married,17465,15k+,15596,3,Y,No,12,4,80,1,23,3,3,9,4,9
RM862,46,46-55,Female,Sales,Manager,204576,No,26,3,4,Travel_Rarely,1402,2,3,Marketing,1,1204,69,3,4,1,Married,17048,15k+,24097,8,Y,No,23,1,80,0,28,2,3,15,15,9
RM870,46,46-55,Male,Research & Development,Research Director,228972,No,4,4,3,Travel_Rarely,1450,15,2,Life Sciences,1,1217,52,3,5,2,Married,19081,15k+,10849,5,Y,No,11,1,80,1,25,2,3,2,0,3
RM878,46,46-55,Male,Research & Development,Manufacturing Director,88548,No,6,4,3,Travel_Rarely,150,2,4,Technical Degree,1,1228,60,3,2,4,Divorced,7379,5k-10k,17433,2,Y,No,11,3,80,1,12,3,2,3,1,4
RM917,46,46-55,Female,Sales,Manager,225468,No,11,4,3,Travel_Rarely,168,4,2,Marketing,1,1280,33,2,5,2,Married,18789,15k+,9946,2,Y,No,14,3,80,1,26,2,3,4,0,8
RM944,46,46-55,Female,Human Resources,Human Resources,41076,No,7,4,3,Travel_Rarely,991,1,2,Life Sciences,1,1314,44,3,1,1,Single,3423,Upto 5k,22957,6,Y,No,12,3,80,0,10,3,4,6,5,7
RM1032,46,46-55,Male,Sales,Sales Executive,121152,Yes,7,1,3,Travel_Rarely,377,9,3,Marketing,1,1457,52,3,3,4,Divorced,10096,10k-15k,15986,4,Y,No,11,1,80,1,28,1,4,7,4,3
RM1081,46,46-55,Female,Sales,Manager,199272,No,13,3,3,Travel_Rarely,228,3,3,Life Sciences,1,1527,51,3,4,2,Married,16606,15k+,11380,8,Y,No,12,4,80,1,23,2,4,12,5,1
RM1136,46,46-55,Male,Sales,Manager,210804,No,26,4,3,Travel_Rarely,563,1,4,Life Sciences,1,1602,56,4,4,1,Single,17567,15k+,3156,1,Y,No,15,2,80,0,27,5,1,0,0,12
RM1232,46,46-55,Male,Research & Development,Healthcare Representative,66744,No,10,3,3,Travel_Rarely,717,13,4,Life Sciences,1,1727,34,3,2,2,Single,5562,5k-10k,9697,6,Y,No,14,4,80,0,19,3,3,7,0,9
RM1236,46,46-55,Male,Sales,Sales Executive,124416,No,10,3,3,Travel_Rarely,1277,2,3,Life Sciences,1,1732,74,3,3,4,Divorced,10368,10k-15k,5596,4,Y,Yes,12,2,80,1,13,5,2,6,0,3
RM1278,46,46-55,Male,Research & Development,Research Director,231936,No,2,3,3,Travel_Rarely,734,2,4,Medical,1,1789,46,3,5,4,Divorced,19328,15k+,14218,7,Y,Yes,17,3,80,1,24,3,3,1,2,2
RM1286,46,46-55,Male,Sales,Sales Executive,95892,No,2,2,3,Non-Travel,849,26,2,Life Sciences,1,1801,98,2,2,2,Single,7991,5k-10k,25166,8,Y,No,15,3,80,0,6,3,3,2,2,2
RM1299,46,46-55,Female,Research & Development,Healthcare Representative,107112,Yes,9,4,4,Travel_Rarely,261,21,2,Medical,1,1821,66,3,2,2,Married,8926,5k-10k,10842,4,Y,No,22,4,80,1,13,2,4,7,3,7
RM1323,46,46-55,Male,Research & Development,Manufacturing Director,102936,No,9,4,3,Travel_Rarely,706,2,2,Life Sciences,1,1857,82,3,3,4,Divorced,8578,5k-10k,19989,3,Y,No,14,3,80,1,12,4,2,8,4,7
RM1328,46,46-55,Female,Sales,Sales Executive,158700,No,19,1,3,Travel_Rarely,1319,3,3,Technical Degree,1,1863,45,4,4,1,Divorced,13225,10k-15k,7739,2,Y,No,12,4,80,1,25,5,3,17,2,8
RM1334,46,46-55,Female,Sales,Sales Executive,87768,Yes,8,3,4,Travel_Rarely,1254,10,3,Life Sciences,1,1869,64,3,3,2,Married,7314,5k-10k,14011,5,Y,No,21,3,80,3,14,2,3,7,0,7
RM272,47,46-55,Male,Research & Development,Manager,142188,Yes,10,1,3,Non-Travel,666,29,4,Life Sciences,1,376,88,3,3,2,Married,11849,10k-15k,10268,1,Y,Yes,12,4,80,1,10,2,2,7,9,9
RM330,47,46-55,Male,Research & Development,Research Director,219600,No,3,4,3,Travel_Rarely,1482,5,5,Life Sciences,1,447,42,3,5,3,Married,18300,15k+,16375,4,Y,No,11,2,80,1,21,2,3,2,1,1
RM348,47,46-55,Male,Sales,Sales Representative,35712,No,0,2,3,Travel_Frequently,1309,4,1,Medical,1,467,99,3,2,3,Single,2976,Upto 5k,25751,3,Y,No,19,1,80,0,5,3,3,0,0,0
RM429,47,46-55,Female,Research & Development,Manufacturing Director,60840,No,5,1,3,Travel_Rarely,983,2,2,Medical,1,574,65,3,2,4,Divorced,5070,5k-10k,7389,5,Y,No,13,3,80,3,20,2,3,0,0,4
RM533,47,46-55,Male,Sales,Sales Executive,59520,No,7,4,3,Travel_Rarely,703,14,4,Marketing,1,728,42,3,2,1,Single,4960,Upto 5k,11825,2,Y,No,12,4,80,0,20,2,3,7,1,7
RM545,47,46-55,Female,Sales,Sales Executive,165240,No,22,4,3,Travel_Frequently,217,3,3,Medical,1,746,49,3,4,3,Divorced,13770,10k-15k,10225,9,Y,Yes,12,4,80,2,28,2,2,2,11,13
RM567,47,46-55,Female,Sales,Sales Executive,76764,Yes,5,2,3,Travel_Frequently,719,27,2,Life Sciences,1,785,77,4,2,3,Single,6397,5k-10k,10339,4,Y,Yes,12,4,80,0,8,2,3,4,1,3
RM593,47,46-55,Female,Research & Development,Manager,201024,No,26,3,3,Travel_Rarely,202,2,2,Other,1,820,33,3,4,4,Married,16752,15k+,12982,1,Y,Yes,11,3,80,1,26,3,2,14,3,0
RM652,47,46-55,Female,Sales,Sales Executive,54444,No,7,3,4,Travel_Rarely,249,2,2,Marketing,1,903,35,3,2,4,Married,4537,Upto 5k,17783,0,Y,Yes,22,1,80,1,8,2,3,6,7,7
RM666,47,46-55,Female,Sales,Sales Representative,39528,No,3,4,3,Travel_Rarely,1454,2,4,Life Sciences,1,925,65,2,1,4,Single,3294,Upto 5k,13137,1,Y,Yes,18,1,80,0,3,3,2,2,1,2
RM708,47,46-55,Male,Research & Development,Manufacturing Director,60804,No,19,3,3,Travel_Frequently,1379,16,4,Medical,1,987,64,4,2,3,Divorced,5067,5k-10k,6759,1,Y,Yes,19,3,80,0,20,3,4,10,2,7
RM720,47,46-55,Female,Sales,Sales Executive,49956,No,9,4,3,Travel_Rarely,955,4,2,Life Sciences,1,1003,83,3,2,4,Single,4163,Upto 5k,8571,1,Y,Yes,17,3,80,0,9,0,3,0,0,7
RM1021,47,46-55,Male,Research & Development,Research Scientist,41040,No,6,1,3,Travel_Rarely,465,1,3,Technical Degree,1,1438,74,3,1,4,Married,3420,Upto 5k,10205,7,Y,No,12,3,80,1,17,2,2,5,1,2
RM1025,47,46-55,Female,Research & Development,Research Director,206028,No,20,1,3,Travel_Rarely,359,2,4,Medical,1,1443,82,3,4,3,Married,17169,15k+,26703,3,Y,No,19,2,80,2,26,2,4,17,5,6
RM1068,47,46-55,Female,Sales,Sales Executive,55092,No,5,3,3,Travel_Rarely,571,14,3,Medical,1,1503,78,3,2,3,Married,4591,Upto 5k,24200,3,Y,Yes,17,3,80,1,11,4,2,4,1,2
RM1155,47,46-55,Female,Human Resources,Manager,235896,No,5,4,3,Travel_Rarely,1176,26,4,Life Sciences,1,1625,98,3,5,3,Married,19658,15k+,5220,3,Y,No,11,3,80,1,27,2,3,2,1,0
RM1195,47,46-55,Female,Sales,Manager,191664,No,3,2,3,Travel_Rarely,1225,2,4,Life Sciences,1,1676,47,4,4,2,Divorced,15972,15k+,21086,6,Y,No,14,3,80,3,29,2,3,2,1,2
RM1224,47,46-55,Male,Sales,Sales Executive,155232,Yes,23,3,3,Travel_Frequently,1093,9,3,Life Sciences,1,1716,82,1,4,3,Married,12936,10k-15k,24164,7,Y,No,11,3,80,0,25,3,1,5,14,10
RM1235,47,46-55,Male,Sales,Sales Executive,59736,No,1,3,3,Non-Travel,543,2,4,Marketing,1,1731,87,3,2,2,Married,4978,Upto 5k,3536,7,Y,No,11,4,80,1,4,3,1,0,0,0
RM1304,47,46-55,Female,Research & Development,Manufacturing Director,123996,No,22,3,3,Travel_Rarely,1001,4,3,Life Sciences,1,1827,92,2,3,2,Divorced,10333,10k-15k,19271,8,Y,Yes,12,3,80,1,28,4,3,11,14,10
RM1322,47,46-55,Female,Research & Development,Laboratory Technician,25260,No,2,2,3,Travel_Rarely,207,9,4,Life Sciences,1,1856,64,3,1,3,Single,2105,Upto 5k,5411,4,Y,No,12,3,80,0,7,2,3,2,2,0
RM1371,47,46-55,Male,Research & Development,Research Scientist,65604,No,8,3,3,Non-Travel,1169,14,4,Technical Degree,1,1934,64,3,2,2,Married,5467,5k-10k,2125,8,Y,No,18,3,80,1,16,4,4,7,1,7
RM1415,47,46-55,Male,Research & Development,Healthcare Representative,103596,No,17,1,4,Travel_Rarely,1180,25,3,Medical,1,1993,84,3,3,3,Single,8633,5k-10k,13084,2,Y,No,23,2,80,0,25,3,3,14,12,11
RM1422,47,46-55,Female,Research & Development,Research Director,143484,No,13,3,3,Non-Travel,1162,1,1,Medical,1,2000,98,3,3,2,Married,11957,10k-15k,17231,0,Y,No,18,1,80,2,14,3,1,8,5,12
RM051,48,46-55,Male,Research & Development,Laboratory Technician,64572,Yes,1,1,3,Travel_Rarely,626,1,2,Life Sciences,1,64,98,2,3,3,Single,5381,5k-10k,19294,9,Y,Yes,13,4,80,0,23,2,3,0,0,0
RM353,48,46-55,Female,Sales,Manager,150048,No,0,1,4,Travel_Rarely,530,29,1,Medical,1,473,91,3,3,3,Married,12504,10k-15k,23978,3,Y,No,21,2,80,1,15,3,1,0,0,0
RM445,48,46-55,Female,Sales,Sales Executive,48612,No,9,2,3,Travel_Rarely,163,2,5,Marketing,1,595,37,3,2,4,Married,4051,Upto 5k,19658,2,Y,No,14,1,80,1,14,2,3,7,6,7
RM493,48,46-55,Female,Research & Development,Manager,184824,No,3,4,3,Travel_Rarely,1236,1,4,Life Sciences,1,664,40,2,4,1,Married,15402,15k+,17997,7,Y,No,11,1,80,1,21,3,1,2,0,2
RM521,48,46-55,Male,Sales,Sales Executive,97440,No,2,2,3,Travel_Rarely,817,2,1,Marketing,1,712,56,4,2,2,Married,8120,5k-10k,18597,3,Y,No,12,4,80,0,12,3,3,2,2,2
RM679,48,46-55,Male,Research & Development,Research Scientist,27108,No,0,4,3,Travel_Rarely,1469,20,4,Medical,1,945,51,3,1,3,Married,2259,Upto 5k,5543,4,Y,No,17,1,80,2,13,2,2,0,0,0
RM736,48,46-55,Male,Research & Development,Healthcare Representative,50880,No,2,1,3,Travel_Rarely,277,6,3,Life Sciences,1,1022,97,2,2,3,Single,4240,Upto 5k,13119,2,Y,No,13,4,80,0,19,0,3,2,2,2
RM737,48,46-55,Male,Research & Development,Healthcare Representative,131988,No,15,3,3,Travel_Rarely,1355,4,4,Life Sciences,1,1024,78,2,3,3,Single,10999,10k-15k,22245,7,Y,No,14,2,80,0,27,3,3,11,4,8
RM805,48,46-55,Male,Research & Development,Manager,202620,No,5,1,4,Non-Travel,1262,1,4,Medical,1,1116,35,4,4,4,Single,16885,15k+,16154,2,Y,No,22,3,80,0,27,3,2,4,2,1
RM902,48,46-55,Male,Research & Development,Laboratory Technician,30708,No,1,4,3,Travel_Rarely,969,2,2,Technical Degree,1,1258,76,4,1,2,Single,2559,Upto 5k,16620,5,Y,No,11,3,80,0,7,4,2,0,0,0
RM905,48,46-55,Male,Research & Development,Research Director,219180,No,1,4,3,Travel_Rarely,715,1,3,Life Sciences,1,1263,76,2,5,4,Single,18265,15k+,8733,6,Y,No,12,3,80,0,25,3,4,0,0,0
